AS Description;Country Code;State;City;Postalcode;Coreg Path;Male/Female;Source;Subid;Age;IP Numerized;Latitude (generated);Longitude (generated);Source + Sub Id;State + City;Hour;Day;Week;DOW;Time Category;Month_Dob;SSD Full Qual
TWC-11351-NORTHEAST;US;NY;NIAGARA FALLS;14303;44;1;whatifmedia-linkout;1006;52.0;1246136600;43.1031;-79.0303;whatifmedia-linkout - 1006;NY - NIAGARA FALLS;18;28;22;Tuesday;18 - 24;12;0
CENTURYLINK-US-LEGACY-QWEST;US;IA;DES MOINES;50321;439;0;shift44-linkout;996_Dupe;53.0;1268959378;41.5911;-93.6037;shift44-linkout - 996_Dupe;IA - DES MOINES;18;28;22;Tuesday;18 - 24;10;0
CHARTER-20115;US;AL;MONTGOMERY;36109;9;0;whatifmedia-linkout;1764;63.0;1267332174;32.367;-86.3006;whatifmedia-linkout - 1764;AL - MONTGOMERY;18;28;22;Tuesday;18 - 24;8;0
TWC-10796-MIDWEST;US;OH;MALVERN;44644;96;1;shift44-linkout;11_Dupe;59.0;1196091522;40.6917;-81.1812;shift44-linkout - 11_Dupe;OH - MALVERN;18;28;22;Tuesday;18 - 24;6;0
T-MOBILE-AS21928;US;OH;STOW;44224;Finderish;1;zeetolinkout-multioffer;Tibrio;53.0;2889553952;41.1596;-81.4406;zeetolinkout-multioffer - Tibrio;OH - STOW;18;28;22;Tuesday;18 - 24;12;0
CABLE-NET-1;US;NY;CLINTONDALE;12515;368;0;shift44-linkout;971_Dupe;61.0;1153921579;41.6948;-74.0513;shift44-linkout - 971_Dupe;NY - CLINTONDALE;18;28;22;Tuesday;18 - 24;10;0
T-MOBILE-AS21928;US;MD;BALTIMORE;21229;5;1;whatifmedia-linkout;1719;54.0;2889400536;39.2909;-76.6108;whatifmedia-linkout - 1719;MD - BALTIMORE;18;28;22;Tuesday;18 - 24;7;0
TWC-10796-MIDWEST;US;OH;ELYRIA;44035;96;1;shift44-linkout;544;60.0;1277351538;41.3684;-82.1076;shift44-linkout - 544;OH - ELYRIA;18;28;22;Tuesday;18 - 24;11;0
ATT-INTERNET4;US;WI;MILWAUKEE;53212;872;1;shift44-linkout;1067_Dupe;51.0;2798103577;43.0115;-87.9735;shift44-linkout - 1067_Dupe;WI - MILWAUKEE;18;28;22;Tuesday;18 - 24;4;0
SECFIREWALLAS;GB;SC;AIKEN;29805;5;0;whatifmedia-linkout;1799;61.0;2291143429;33.5599;-81.722;whatifmedia-linkout - 1799;SC - AIKEN;18;28;22;Tuesday;18 - 24;12;1
T-MOBILE-AS21928;US;GA;NORCROSS;30071;96;1;shift44-linkout;1166;55.0;2889367872;33.9412;-84.2135;shift44-linkout - 1166;GA - NORCROSS;18;28;22;Tuesday;18 - 24;6;0
CELLCO-PART;US;SC;ELGIN;29045;19;0;whatifmedia-linkout;1778;62.0;2935312437;34.171;-80.7943;whatifmedia-linkout - 1778;SC - ELGIN;18;28;22;Tuesday;18 - 24;9;0
ATT-MOBILITY-LLC-AS20057;US;NY;PORT JERVIS;12771;96;0;shift44-linkout;1160_Dupe;58.0;1800266364;41.3751;-74.6927;shift44-linkout - 1160_Dupe;NY - PORT JERVIS;18;28;22;Tuesday;18 - 24;3;0
UUNET;US;PA;PHILADELPHIA;19143;44;0;whatifmedia-linkout;1006;54.0;1678999284;40.0115;-75.1327;whatifmedia-linkout - 1006;PA - PHILADELPHIA;18;28;22;Tuesday;18 - 24;2;0
TWC-10796-MIDWEST;US;OH;ZANESVILLE;43701;593;1;shift44-linkout;1209_Dupe;53.0;1795901250;39.9403;-82.0132;shift44-linkout - 1209_Dupe;OH - ZANESVILLE;18;28;22;Tuesday;18 - 24;9;0
CHARTER-20115;US;TN;DAYTON;37321;593;0;shift44-linkout;1209_Dupe;56.0;1267205409;35.494;-85.0125;shift44-linkout - 1209_Dupe;TN - DAYTON;18;28;22;Tuesday;18 - 24;6;0
T-MOBILE-AS21928;US;MO;KANSAS CITY;64130;5;0;whatifmedia-linkout;1799;58.0;2889606591;39.0845;-94.563;whatifmedia-linkout - 1799;MO - KANSAS CITY;18;28;22;Tuesday;18 - 24;5;0
T-MOBILE-AS21928;US;FL;THONOTOSASSA;33592;439;0;shift44-linkout;996;62.0;2889376650;28.0614;-82.3023;shift44-linkout - 996;FL - THONOTOSASSA;18;28;22;Tuesday;18 - 24;8;0
COMCAST-7922;US;PA;PHILADELPHIA;19132;593;0;shift44-linkout;775;57.0;1146186301;40.0115;-75.1327;shift44-linkout - 775;PA - PHILADELPHIA;18;28;22;Tuesday;18 - 24;5;0
T-MOBILE-AS21928;US;NY;BUFFALO;14211;441;0;shift44-linkout;453_Dupe;59.0;2889593139;42.9333;-78.877;shift44-linkout - 453_Dupe;NY - BUFFALO;18;28;22;Tuesday;18 - 24;6;0
ATT-INTERNET4;US;OK;BLAIR;73526;20;0;shift44-linkout;501;51.0;1261020920;34.7795;-99.3354;shift44-linkout - 501;OK - BLAIR;18;28;22;Tuesday;18 - 24;3;0
COMCAST-7922;US;MD;ELKTON;21921;3;0;whatifmedia-linkout;2027;53.0;1143053371;39.6068;-75.8333;whatifmedia-linkout - 2027;MD - ELKTON;18;28;22;Tuesday;18 - 24;10;0
T-MOBILE-AS21928;US;OH;MIDDLETOWN;45044;368;0;shift44-linkout;33;57.0;2889518146;39.5151;-84.3983;shift44-linkout - 33;OH - MIDDLETOWN;18;28;22;Tuesday;18 - 24;10;0
CELLCO-PART;US;TN;CLINTON;37716;FoundCashNow;1;zeetolinkout-multioffer;Digipropz, LLC;58.0;2934658097;36.1034;-84.1319;zeetolinkout-multioffer - Digipropz, LLC;TN - CLINTON;17;28;22;Tuesday;12 - 18;8;0
ATT-INTERNET4;US;OH;COLUMBUS;43224;9;0;whatifmedia-linkout;2407;62.0;2798061362;39.9623;-83.0007;whatifmedia-linkout - 2407;OH - COLUMBUS;17;28;22;Tuesday;12 - 18;3;0
CELLCO-PART;US;TN;NASHVILLE;37208;872;1;shift44-linkout;350;51.0;2933155260;36.1622;-86.7744;shift44-linkout - 350;TN - NASHVILLE;17;28;22;Tuesday;12 - 18;7;0
EPBTELECOM;US;TN;CHATTANOOGA;37421;44;1;whatifmedia-linkout;1628;54.0;3338559165;35.0456;-85.3097;whatifmedia-linkout - 1628;TN - CHATTANOOGA;17;28;22;Tuesday;12 - 18;11;0
CELLCO-PART;US;IL;HARRISBURG;62946;15;1;whatifmedia-linkout;1006;61.0;2935672883;37.7385;-88.5405;whatifmedia-linkout - 1006;IL - HARRISBURG;17;28;22;Tuesday;12 - 18;9;0
TWC-11351-NORTHEAST;US;NY;BINGHAMTON;13901;19;0;whatifmedia-linkout;2074;62.0;758116010;42.097;-75.9143;whatifmedia-linkout - 2074;NY - BINGHAMTON;17;28;22;Tuesday;12 - 18;9;0
CHARTER-20115;US;AL;CULLMAN;35055;44;1;whatifmedia-linkout;1628;61.0;789429104;34.1748;-86.8436;whatifmedia-linkout - 1628;AL - CULLMAN;17;28;22;Tuesday;12 - 18;4;0
CELLCO-PART;US;OH;LANCASTER;43130;5;1;whatifmedia-linkout;1799;57.0;2932845295;39.7137;-82.5993;whatifmedia-linkout - 1799;OH - LANCASTER;17;28;22;Tuesday;12 - 18;12;0
ASN-CXA-ALL-CCI-22773-RDC;US;AZ;TOLLESON;85353;20;0;shift44-linkout;517;62.0;419126374;33.45;-112.2593;shift44-linkout - 517;AZ - TOLLESON;17;28;22;Tuesday;12 - 18;12;0
CELLCO-PART;US;GA;EASTMAN;31023;593;0;shift44-linkout;350_Dupe;62.0;2933535055;32.1977;-83.1777;shift44-linkout - 350_Dupe;GA - EASTMAN;17;28;22;Tuesday;12 - 18;12;0
TWC-11351-NORTHEAST;US;NY;BINGHAMTON;13901;368;0;shift44-linkout;971_Dupe;59.0;758113645;42.097;-75.9143;shift44-linkout - 971_Dupe;NY - BINGHAMTON;17;28;22;Tuesday;12 - 18;9;0
NETNET-NET;US;WI;PULASKI;54162;9;0;whatifmedia-linkout;2407;58.0;1255528107;44.6722;-88.2426;whatifmedia-linkout - 2407;WI - PULASKI;17;28;22;Tuesday;12 - 18;3;0
T-MOBILE-AS21928;US;WI;MILWAUKEE;53210;368;1;shift44-linkout;34_Dupe;56.0;2889485183;43.0115;-87.9735;shift44-linkout - 34_Dupe;WI - MILWAUKEE;17;28;22;Tuesday;12 - 18;7;0
T-MOBILE-AS21928;US;AL;RUSSELLVILLE;35653;15;0;whatifmedia-linkout;1006;60.0;2889408620;34.5067;-87.7294;whatifmedia-linkout - 1006;AL - RUSSELLVILLE;17;28;22;Tuesday;12 - 18;7;0
T-MOBILE-AS21928;US;RI;PAWTUCKET;2860;368;1;shift44-linkout;34_Dupe;49.0;2889380275;41.8787;-71.3826;shift44-linkout - 34_Dupe;RI - PAWTUCKET;17;28;22;Tuesday;12 - 18;3;0
COMCAST-7922;US;PA;PITTSBURGH;15206;387;0;shift44-linkout;544_Dupe;57.0;2931100492;40.4417;-79.9901;shift44-linkout - 544_Dupe;PA - PITTSBURGH;17;28;22;Tuesday;12 - 18;6;0
T-MOBILE-AS21928;US;FL;MIAMI;33101;27;0;whatifmedia-linkout;2175;49.0;2889516659;25.7743;-80.1937;whatifmedia-linkout - 2175;FL - MIAMI;17;28;22;Tuesday;12 - 18;4;0
NS;US;CT;WINDSOR LOCKS;6082;sweepstakesalerts;0;launchpotato-linkout;1522;52.0;3627122792;41.9293;-72.6273;launchpotato-linkout - 1522;CT - WINDSOR LOCKS;17;28;22;Tuesday;12 - 18;4;0
T-MOBILE-AS21928;US;TN;JONESBOROUGH;37659;593;0;shift44-linkout;1209;51.0;2889519866;36.2943;-82.4735;shift44-linkout - 1209;TN - JONESBOROUGH;17;28;22;Tuesday;12 - 18;8;0
T-MOBILE-AS21928;US;PA;PHILADELPHIA;19111;593;1;shift44-linkout;1209;55.0;2889407508;40.0115;-75.1327;shift44-linkout - 1209;PA - PHILADELPHIA;17;28;22;Tuesday;12 - 18;7;0
CELLCO-PART;US;OH;COLUMBUS;43232;593;0;shift44-linkout;1217_Dupe;58.0;2932826782;39.9623;-83.0007;shift44-linkout - 1217_Dupe;OH - COLUMBUS;17;28;22;Tuesday;12 - 18;6;0
TWC-11426-CAROLINAS;US;NC;GREENSBORO;27407;368;0;shift44-linkout;1166_Dupe;60.0;1277473960;36.0726;-79.792;shift44-linkout - 1166_Dupe;NC - GREENSBORO;17;28;22;Tuesday;12 - 18;6;0
TWC-11351-NORTHEAST;US;NY;BUFFALO;14211;593;1;shift44-linkout;488;50.0;1823949216;42.9333;-78.877;shift44-linkout - 488;NY - BUFFALO;17;28;22;Tuesday;12 - 18;9;0
T-MOBILE-AS21928;US;NC;GREENVILLE;27834;11;0;whatifmedia-linkout;1006;53.0;2889603454;35.6127;-77.3664;whatifmedia-linkout - 1006;NC - GREENVILLE;17;28;22;Tuesday;12 - 18;3;0
COMCAST-7922;US;PA;YORK;17403;368;0;shift44-linkout;33_Dupe;58.0;1647395320;39.9624;-76.7274;shift44-linkout - 33_Dupe;PA - YORK;17;28;22;Tuesday;12 - 18;7;0
T-MOBILE-AS21928;US;NY;BRONX;10451;24;0;whatifmedia-linkout;1786;57.0;2889541252;40.8262;-73.9231;whatifmedia-linkout - 1786;NY - BRONX;17;28;22;Tuesday;12 - 18;2;0
CHARTER-20115;US;MO;BONNE TERRE;63628;96;1;shift44-linkout;501_Dupe;62.0;1267047725;37.9231;-90.5554;shift44-linkout - 501_Dupe;MO - BONNE TERRE;17;28;22;Tuesday;12 - 18;9;0
TWC-10796-MIDWEST;US;OH;DAYTON;45406;368;1;shift44-linkout;974_Dupe;61.0;410730546;39.7589;-84.1916;shift44-linkout - 974_Dupe;OH - DAYTON;17;28;22;Tuesday;12 - 18;8;0
CTELCO;US;NH;MANCHESTER;3104;387;1;shift44-linkout;491;61.0;1207830773;42.9956;-71.4548;shift44-linkout - 491;NH - MANCHESTER;17;28;22;Tuesday;12 - 18;5;0
CELLCO-PART;US;NY;BERGEN;14416;368;1;shift44-linkout;485;59.0;2931908443;43.0854;-77.9417;shift44-linkout - 485;NY - BERGEN;17;28;22;Tuesday;12 - 18;8;0
T-MOBILE-AS21928;US;PA;MOUNT CARMEL;17851;387;0;shift44-linkout;491;61.0;2889535280;40.797;-76.4119;shift44-linkout - 491;PA - MOUNT CARMEL;17;28;22;Tuesday;12 - 18;10;0
CELLCO-PART;US;SC;GREENVILLE;29607;387;1;shift44-linkout;544;50.0;2933018016;34.8514;-82.3985;shift44-linkout - 544;SC - GREENVILLE;17;28;22;Tuesday;12 - 18;10;0
T-MOBILE-AS21928;US;CT;HARTFORD;6105;368;0;shift44-linkout;34;51.0;2889400498;41.7635;-72.6831;shift44-linkout - 34;CT - HARTFORD;17;28;22;Tuesday;12 - 18;12;1
TWC-12271-NYC;US;NY;ACCORD;12404;872;1;shift44-linkout;1067;51.0;1140179437;41.7856;-74.229;shift44-linkout - 1067;NY - ACCORD;17;28;22;Tuesday;12 - 18;8;0
TWC-11351-NORTHEAST;US;NY;ROCHESTER;14621;593;0;shift44-linkout;491;60.0;1108919450;43.1573;-77.6152;shift44-linkout - 491;NY - ROCHESTER;17;28;22;Tuesday;12 - 18;10;0
DEKALB;US;TN;SMITHVILLE;37166;439;0;shift44-linkout;996;58.0;3497444741;35.9606;-85.8142;shift44-linkout - 996;TN - SMITHVILLE;17;28;22;Tuesday;12 - 18;2;0
ZOOMTC;US;GA;WRENS;30833;593;0;shift44-linkout;1209;51.0;3519425580;33.2076;-82.3918;shift44-linkout - 1209;GA - WRENS;17;28;22;Tuesday;12 - 18;1;0
CLOUDFLARENET;US;TN;NASHVILLE;37207;5;0;whatifmedia-linkout;2188;62.0;1746673772;36.1622;-86.7744;whatifmedia-linkout - 2188;TN - NASHVILLE;17;28;22;Tuesday;12 - 18;2;0
T-MOBILE-AS21928;US;OH;CINCINNATI;45215;5;0;whatifmedia-linkout;1799;50.0;2889556461;39.1015;-84.5125;whatifmedia-linkout - 1799;OH - CINCINNATI;17;28;22;Tuesday;12 - 18;6;0
CELLCO-PART;US;IL;ULLIN;62992;1211;0;shift44-linkout;1211;59.0;2935174440;37.277;-89.1834;shift44-linkout - 1211;IL - ULLIN;17;28;22;Tuesday;12 - 18;2;0
CHARTER-20115;US;AL;VANCE;35490;368;0;shift44-linkout;1218;56.0;597098616;33.1743;-87.2336;shift44-linkout - 1218;AL - VANCE;17;28;22;Tuesday;12 - 18;11;0
COMCAST-7922;US;TN;CORRYTON;37721;872;0;shift44-linkout;485_Dupe;55.0;1232165951;36.1537;-83.7824;shift44-linkout - 485_Dupe;TN - CORRYTON;17;28;22;Tuesday;12 - 18;8;0
T-MOBILE-AS21928;US;NC;FOUR OAKS;27524;593;1;shift44-linkout;1209;54.0;2889604384;35.4449;-78.4269;shift44-linkout - 1209;NC - FOUR OAKS;17;28;22;Tuesday;12 - 18;10;0
T-MOBILE-AS21928;US;OK;OKLAHOMA CITY;73159;175;1;whatifmedia-linkout;1705;54.0;2889579502;35.473;-97.5171;whatifmedia-linkout - 1705;OK - OKLAHOMA CITY;17;28;22;Tuesday;12 - 18;2;0
SNET-FCC;US;CT;NAUGATUCK;6770;1101;1;shift44-linkout;488;50.0;551111133;41.486;-73.0509;shift44-linkout - 488;CT - NAUGATUCK;17;28;22;Tuesday;12 - 18;12;0
TWC-10796-MIDWEST;US;OH;CINCINNATI;45245;368;0;shift44-linkout;1058_Dupe;60.0;1250869234;39.1015;-84.5125;shift44-linkout - 1058_Dupe;OH - CINCINNATI;17;28;22;Tuesday;12 - 18;7;0
WOW-INTERNET;US;GA;COLUMBUS;31909;387;0;shift44-linkout;1026;52.0;408999396;32.461;-84.9877;shift44-linkout - 1026;GA - COLUMBUS;17;28;22;Tuesday;12 - 18;4;0
CELLCO-PART;US;TN;SWEETWATER;37874;593;1;shift44-linkout;1209_Dupe;54.0;2934913624;35.6015;-84.461;shift44-linkout - 1209_Dupe;TN - SWEETWATER;17;28;22;Tuesday;12 - 18;10;1
T-MOBILE-AS21928;US;NY;BUFFALO;14214;368;0;shift44-linkout;1166_Dupe;58.0;2889592873;42.9333;-78.877;shift44-linkout - 1166_Dupe;NY - BUFFALO;17;28;22;Tuesday;12 - 18;10;0
ONENET-AS-1;US;OK;NORMAN;73072;FoundCashNow;1;zeetolinkout-multioffer;Digipropz, LLC;51.0;2755292474;35.2226;-97.4395;zeetolinkout-multioffer - Digipropz, LLC;OK - NORMAN;17;28;22;Tuesday;12 - 18;10;0
AS-CMN;US;NC;JACKSONVILLE;28546;5;1;whatifmedia-linkout;2188;59.0;3629268415;34.7541;-77.4302;whatifmedia-linkout - 2188;NC - JACKSONVILLE;17;28;22;Tuesday;12 - 18;10;0
CHARTER-20115;US;GA;RINGGOLD;30736;96;0;shift44-linkout;226_Dupe;58.0;413053942;34.9159;-85.1091;shift44-linkout - 226_Dupe;GA - RINGGOLD;17;28;22;Tuesday;12 - 18;5;0
ASN-CXA-ALL-CCI-22773-RDC;US;AZ;YOUNGTOWN;85363;368;0;shift44-linkout;22_Dupe;60.0;1186899925;33.5937;-112.3033;shift44-linkout - 22_Dupe;AZ - YOUNGTOWN;17;28;22;Tuesday;12 - 18;2;0
ATT-INTERNET4;US;AZ;TEMPE;85282;593;0;shift44-linkout;12;54.0;1821622568;33.4144;-111.9094;shift44-linkout - 12;AZ - TEMPE;17;28;22;Tuesday;12 - 18;9;0
ATT-INTERNET4;US;GA;CUMMING;30041;593;0;shift44-linkout;1209_Dupe;53.0;1669044732;34.2073;-84.1402;shift44-linkout - 1209_Dupe;GA - CUMMING;17;28;22;Tuesday;12 - 18;9;0
T-MOBILE-AS21928;US;GA;ROSWELL;30076;593;0;shift44-linkout;631_Dupe;59.0;2889482512;34.0233;-84.36;shift44-linkout - 631_Dupe;GA - ROSWELL;17;28;22;Tuesday;12 - 18;10;0
ILLINOIS-CENTURY;US;IL;TUSCOLA;61953;593;1;shift44-linkout;230;50.0;1080783766;39.7992;-88.2831;shift44-linkout - 230;IL - TUSCOLA;16;28;22;Tuesday;12 - 18;4;0
WINDSTREAM;US;NE;LINCOLN;68512;387;0;shift44-linkout;997;56.0;679722583;40.8001;-96.6674;shift44-linkout - 997;NE - LINCOLN;16;28;22;Tuesday;12 - 18;4;0
COMCAST-7922;US;GA;ROME;30161;44;0;whatifmedia-linkout;1006;53.0;1225225310;34.257;-85.1647;whatifmedia-linkout - 1006;GA - ROME;16;28;22;Tuesday;12 - 18;8;0
CELLCO-PART;US;AL;GEORGIANA;36033;593;1;shift44-linkout;1209_Dupe;55.0;2933572075;31.6371;-86.7419;shift44-linkout - 1209_Dupe;AL - GEORGIANA;16;28;22;Tuesday;12 - 18;10;0
T-MOBILE-AS21928;US;PA;PHILADELPHIA;19124;175;1;shift44-linkout;1022_Dupe;51.0;2889540537;40.0115;-75.1327;shift44-linkout - 1022_Dupe;PA - PHILADELPHIA;16;28;22;Tuesday;12 - 18;2;0
COMCAST-7015;US;CT;BLOOMFIELD;6002;593;1;shift44-linkout;1209;52.0;406800754;41.8265;-72.7301;shift44-linkout - 1209;CT - BLOOMFIELD;16;28;22;Tuesday;12 - 18;11;0
VYVE-BROADBAND;US;OK;SHAWNEE;74804;872;1;shift44-linkout;460;58.0;1137357752;35.3273;-96.9253;shift44-linkout - 460;OK - SHAWNEE;16;28;22;Tuesday;12 - 18;8;1
TWC-10796-MIDWEST;US;OH;WARREN;44484;593;0;shift44-linkout;1209;52.0;416348211;41.2376;-80.8184;shift44-linkout - 1209;OH - WARREN;16;28;22;Tuesday;12 - 18;10;0
ATLINK;US;OK;TECUMSEH;74873;368;0;shift44-linkout;1166_Dupe;58.0;641862561;35.2578;-96.9367;shift44-linkout - 1166_Dupe;OK - TECUMSEH;16;28;22;Tuesday;12 - 18;7;0
CABLE-NET-1;US;NY;BRONX;10458;20;1;shift44-linkout;450_Dupe;60.0;1264831794;40.8262;-73.9231;shift44-linkout - 450_Dupe;NY - BRONX;16;28;22;Tuesday;12 - 18;2;0
CELLCO-PART;US;IA;CENTERVILLE;52544;368;1;shift44-linkout;964;54.0;2933235805;40.7342;-92.8741;shift44-linkout - 964;IA - CENTERVILLE;16;28;22;Tuesday;12 - 18;11;1
T-MOBILE-AS21928;US;MO;SIBLEY;64088;620;1;shift44-linkout;39_Dupe;52.0;2889566735;39.1786;-94.1933;shift44-linkout - 39_Dupe;MO - SIBLEY;16;28;22;Tuesday;12 - 18;10;0
